id;kolejnosc;symbol;nazwa;opis;dataKoncaObowiazywania;dataPoczatkuObowiazywania;elementNadrzednyId;elementNadrzednyUuid;uuid;iloscKresekCn;jednostkiMiara;kluczCn;opisNieobejmuje;opisObejmuje;opisObejmujeNieobejmuje;opisObejmujeTakze;przeszleZdarzenia;uwagi;wygenerowany;zmianyOdPoprzedniejWersji;znakZmianCn;numerPoziomu
27364;1188;61;TELEKOMUNIKACJA;;;;0;E76BC979-8B95-49C5-AAB4-72C67B1A7FA5;84746E86-39FD-4E3F-B9A9-9B67EC1BDD67;; ;;;;"<body><h2>61</h2><p>Dział ten obejmuje: </p><ul><li>usługi telekomunikacyjne i działalności usługowe z nimi powiązane, tj. transmitowanie głosu, danych, tekstu, dźwięku i obrazu. Systemy transmisyjne, które realizują tę działalność mogą być oparte na pojedynczej technologii lub na kombinacji technologii. </li></ul><p>Wspólną cechą działalności zaklasyfikowanych do tego działu jest transmisja programów, a nie ich produkcja. Podział w tym dziale został przeprowadzony w oparciu o rodzaj funkcjonującej infrastruktury.</p><p>&nbsp;W przypadku transmisji sygnałów telewizyjnych może to oznaczać łączenie całych plików programowych w pakiety programowe przeznaczone do dystrybucji (produkcja w odpowiednich podklasach działu 60). </p></body>";;;;;;;2
27365;1189;61.1;Działalność w zakresie telekomunikacji przewodowej;;;;0;84746E86-39FD-4E3F-B9A9-9B67EC1BDD67;1068B99F-61A7-4771-B7A9-E2AA3056CFE4;; ;;;;;;;;;;;3
27366;1190;61.10;Działalność w zakresie telekomunikacji przewodowej;;;;0;1068B99F-61A7-4771-B7A9-E2AA3056CFE4;DFDF072E-41AA-4624-9DF5-E556B2EC4F83;; ;;;;;;;;;;;4
27367;1191;61.10.Z;Działalność w zakresie telekomunikacji przewodowej;;;;0;DFDF072E-41AA-4624-9DF5-E556B2EC4F83;CD2F5D2A-19A7-41D0-86BC-9EA811080E17;; ;;;;<body><h2>61.10.Z</h2><p>Podklasa ta obejmuje działalności związane z obsługą, konserwacją lub udostępnianiem systemów transmisyjnych do przesyłania głosu, danych, tekstu, dźwięku i obrazu realizowane za pomocą infrastruktury telekomunikacji przewodowej. Systemy transmisyjne mogą być oparte na jednej technologii lub ich kombinacji. </p><p>Podklasa ta obejmuje: </p><ul><li>obsługę i konserwację systemów łącznościowych i transmisyjnych w celu zapewnienia komunikacji pomiędzy dwiema centralami przez linie naziemne, mikrofale lub kombinację linii naziemnych z połączeniami satelitarnymi, </li><li>obsługę systemów dystrybucji kablowej, np. dystrybucja danych, sygnałów telewizyjnych, </li><li>zapewnienie komunikacji telegraficznej i pozostałej innej niż głosowa, przy użyciu własnych systemów, </li><li>dzierżawę łączy od właścicieli i operatorów, </li><li>świadczenie usług telekomunikacyjnych firmom i gospodarstwom domowym, </li><li>zapewnianie dostępu do Internetu przez operatora sieci przewodowej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odsprzedaży usług telekomunikacyjnych, sklasyfikowanej w 61.90.Z. </li></ul></body>;;;;;;;5
27368;1192;61.2;Działalność w zakresie telekomunikacji bezprzewodowej, z wyłączeniem telekomunikacji satelitarnej;;;;0;84746E86-39FD-4E3F-B9A9-9B67EC1BDD67;7383560A-966D-4AC1-AE39-58D9BF2AC377;; ;;;;;;;;;;;3
27369;1193;61.20;Działalność w zakresie telekomunikacji bezprzewodowej, z wyłączeniem telekomunikacji satelitarnej;;;;0;7383560A-966D-4AC1-AE39-58D9BF2AC377;91FA2F99-34A2-47B3-8E26-3B9394569B45;; ;;;;;;;;;;;4
27370;1194;61.20.Z;Działalność w zakresie telekomunikacji bezprzewodowej, z wyłączeniem telekomunikacji satelitarnej;;;;0;91FA2F99-34A2-47B3-8E26-3B9394569B45;80E6EB16-4402-41EB-B7CD-1A3146A7D8EB;; ;;;;<body><h2>61.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>obsługę, konserwację lub udostępnianie systemów transmisyjnych do przesyłania głosu, danych, tekstu, dźwięku i obrazu realizowane za pomocą infrastruktury telekomunikacji bezprzewodowych. Systemy transmisyjne zapewniają transmisję wielokierunkową dzięki wykorzystaniu fal radiowych i mogą być one oparte na jednej technologii lub ich kombinacji, </li><li>obsługę i konserwację bezprzewodowych sieci telekomunikacyjnych, takich jak: pagery, telefony komórkowe i podobne, </li><li>zakup dostępu i pojemności do sieci od właścicieli i operatorów sieci,</li><li>świadczenie usług telekomunikacji bezprzewodowej (z wyłączeniem satelitarnych) firmom i gospodarstwom domowym, </li><li>zapewnianie dostępu do Internetu przez operatora sieci bezprzewodowej. </li></ul><p>Podklasa nie obejmuje: </p><ul><li>pośrednictwa w zakresie usług telekomunikacyjnych, sklasyfikowanego w 61.90.Z. </li></ul></body>;;;;;;;5
27371;1195;61.3;Działalność w zakresie telekomunikacji satelitarnej;;;;0;84746E86-39FD-4E3F-B9A9-9B67EC1BDD67;1BA43593-FEE8-498E-A933-EC3380DF8914;; ;;;;;;;;;;;3
27372;1196;61.30;Działalność w zakresie telekomunikacji satelitarnej;;;;0;1BA43593-FEE8-498E-A933-EC3380DF8914;671B1053-B2A5-4B73-B225-EB825ADF8C90;; ;;;;;;;;;;;4
27373;1197;61.30.Z;Działalność w zakresie telekomunikacji satelitarnej;;;;0;671B1053-B2A5-4B73-B225-EB825ADF8C90;0545A846-22EE-4733-AB0C-CFE7E81A0119;; ;;;;<body><h2>61.30.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność związaną z obsługą, konserwacją lub udostępnianiem systemów transmisyjnych do przesyłania głosu, danych, tekstu, dźwięku i obrazu realizowane za pomocą infrastruktury telekomunikacji satelitarnej, </li><li>dostarczanie programów wizualnych, dźwiękowych i tekstowych odbieranych z kanałów telewizyjnych, stacji i sieci telewizyjnych lub radiowych, przez systemy satelitarne bezpośrednio do domu odbiorców. Jednostki które są tu klasyfikowane nie uczestniczą w tworzeniu programów, </li><li>zapewnianie dostępu do Internetu przez operatora sieci satelitarnej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>pośrednictwa w zakresie usług telekomunikacyjnych, sklasyfikowanego w 61.90.Z. </li></ul></body>;;;;;;;5
27374;1198;61.9;Działalność w zakresie pozostałej telekomunikacji;;;;0;84746E86-39FD-4E3F-B9A9-9B67EC1BDD67;0758200C-6B33-4F68-8823-C742AA9513CA;; ;;;;;;;;;;;3
27375;1199;61.90;Działalność w zakresie pozostałej telekomunikacji;;;;0;0758200C-6B33-4F68-8823-C742AA9513CA;0B532D37-BF32-4A5E-A64F-4A9D2D3591D4;; ;;;;;;;;;;;4
27376;1200;61.90.Z;Działalność w zakresie pozostałej telekomunikacji;;;;0;0B532D37-BF32-4A5E-A64F-4A9D2D3591D4;6D7B78E3-FC7B-45A8-B0A1-A9E3C7D59839;; ;;;;<body><h2>61.90.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>świadczenie wyspecjalizowanych usług telekomunikacyjnych takich jak: śledzenie za pomocą satelitów, telemetria komunikacyjna i obsługa stacji radarowych, </li><li>obsługę końcowych stacji satelitarnych i związanych z nimi systemów operacyjnych połączonych z jednym lub większą liczbą naziemnych systemów komunikacyjnych, zdolnych do przesyłania lub odbioru sygnałów telekomunikacyjnych z systemów satelitarnych,</li><li>zapewnienie dostępu do Internetu przez sieci, na podstawie umowy pomiędzy klientem a dostawcą usług internetowych (ISP ? Internet Service Provider), które nie są jego własnością i nie są przez niego kontrolowane, tak jak na przykład komutowany dostęp do Internetu,</li><li>udostępnienie telefonu i Internetu w obiektach ogólnie dostępnych,</li><li>dostarczanie usług telekomunikacyjnych przez istniejące połączenia telekomunikacyjne: <ul><li>umożliwianie rozmów za pośrednictwem Internetu (VOIP - Voice Over Internet Protocol), </li></ul></li><li>pośrednictwo w zakresie usług telekomunikacyjnych (tj. zakup i odsprzedaż uprawnień do sieci bez świadczenia dodatkowych usług). </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zapewnienia dostępu do Internetu świadczonego przez operatorów infrastruktury telekomunikacyjnej, sklasyfikowanego w 61.10.Z, 61.20.Z, 61.30.Z </li></ul></body>;;;;;;;5
27377;1201;62;DZIAŁALNOŚĆ ZWIĄZANA Z OPROGRAMOWANIEM I DORADZTWEM W ZAKRESIE INFORMATYKI ORAZ DZIAŁALNOŚĆ POWIĄZANA;;;;0;E76BC979-8B95-49C5-AAB4-72C67B1A7FA5;2A050AC3-72BA-4058-9A27-2FA3207A9BDA;; ;;;;"<body><h2>62</h2><p>Dział ten obejmuje: </p><ul><li>dostarczanie ekspertyz w zakresie technologii informatycznych, </li><li>pisanie, modyfikowanie, badanie i wspomaganie oprogramowania,</li><li>planowanie i projektowanie systemów komputerowych, które łączą sprzęt komputerowy, oprogramowanie i sprzęt komunikacyjny; </li><li>zarządzanie i obsługa systemów komputerowych i/lub urządzeń przetwarzania danych należących do klienta w miejscu ich zainstalowania, </li><li>pozostałe profesjonalne i techniczne działalności związane z komputerem. </li></ul></body>";;;;;;;2
27378;1202;62.0;DZIAŁALNOŚĆ ZWIĄZANA Z OPROGRAMOWANIEM I DORADZTWEM W ZAKRESIE INFORMATYKI ORAZ DZIAŁALNOŚĆ POWIĄZANA;;;;0;2A050AC3-72BA-4058-9A27-2FA3207A9BDA;AB32037D-B956-44C3-9B8E-D1C72F3522C1;; ;;;;;;;;;;;3
27379;1203;62.01;Działalność związana z oprogramowaniem;;;;0;AB32037D-B956-44C3-9B8E-D1C72F3522C1;47CE74AA-1075-497C-ACE1-D0F05F0CDBC5;; ;;;;;;;;;;;4
27380;1204;62.01.Z;Działalność związana z oprogramowaniem;;;;0;47CE74AA-1075-497C-ACE1-D0F05F0CDBC5;56C1145E-72AF-4C06-8A3B-BACD4E1B5945;; ;;;;<body><h2>62.01.Z</h2><p>Podklasa ta obejmuje pisanie, modyfikowanie, badanie, dokumentowanie i wspomaganie oprogramowania, włączając pisanie zleceń sterujących programami dla użytkowników. </p><p>Podklasa ta obejmuje analizowanie, projektowanie systemów gotowych do użycia: </p><ul><li>rozbudowę, tworzenie, dostarczanie oraz dokumentację oprogramowania wykonanego na zlecenie określonego użytkownika,</li><li>pisanie programów na zlecenie użytkownika, </li><li>projektowanie stron internetowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>publikowania pakietów oprogramowania, sklasyfikowanego w 58.29.Z,</li><li>tłumaczenia i przystosowania programów na potrzeby rynku, wykonywane na własny rachunek, sklasyfikowanych w 58.29.Z,</li><li>planowania i projektowania systemów komputerowych, które integrują sprzęt komputerowy, oprogramowanie i technologie komunikacyjne, nawet wtedy, gdy dostarczane oprogramowanie może być ich integralną częścią, sklasyfikowanego w 62.02.Z </li></ul></body>;;;;;;;5
27381;1205;62.02;Działalność związana z doradztwem w zakresie informatyki;;;;0;AB32037D-B956-44C3-9B8E-D1C72F3522C1;17732ECD-7B9F-4394-B0BC-85949DDEDC96;; ;;;;;;;;;;;4
27382;1206;62.02.Z;Działalność związana z doradztwem w zakresie informatyki;;;;0;17732ECD-7B9F-4394-B0BC-85949DDEDC96;854FC75E-6F8E-495A-953A-F455AC7350D1;; ;;;;<body><h2>62.02.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>planowanie i projektowanie systemów komputerowych, które łączą sprzęt komputerowy, oprogramowanie i technologie komunikacyjne, włączając szkolenia dla użytkowników. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania komputerów dużej mocy i podobnych, sklasyfikowanej w 33.20.Z, </li><li>sprzedaży komputerów, urządzeń peryferyjnych i oprogramowania, sklasyfikowanej w 46.51.Z, 47.41.Z, </li><li>instalowania komputerów osobistych, sklasyfikowanego w 62.09.Z,</li><li>oddzielnego instalowania oprogramowania i odzyskiwania danych z uszkodzonych komputerów, sklasyfikowanych w 62.09.Z. </li></ul></body>;;;;;;;5
27383;1207;62.03;Działalność związana z zarządzaniem urządzeniami informatycznymi;;;;0;AB32037D-B956-44C3-9B8E-D1C72F3522C1;BCE5E7F8-1DC8-43BC-8F2A-45DFEFF469C7;; ;;;;;;;;;;;4
27384;1208;62.03.Z;Działalność związana z zarządzaniem urządzeniami informatycznymi;;;;0;BCE5E7F8-1DC8-43BC-8F2A-45DFEFF469C7;05C24A57-80D6-4B56-901F-3E69FABA96AE;; ;;;;<body><h2>62.03.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>zarządzanie i obsługę systemów komputerowych i/lub urządzeń przetwarzania danych należących do klienta w miejscu ich zainstalowania, włączając usługi wspomagające. </li></ul></body>;;;;;;;5
27385;1209;62.09;Pozostała działalność usługowa w zakresie technologii informatycznych i komputerowych;;;;0;AB32037D-B956-44C3-9B8E-D1C72F3522C1;524CDCB9-C3CB-4028-8D85-D1F51C7C129F;; ;;;;;;;;;;;4
27386;1210;62.09.Z;Pozostała działalność usługowa w zakresie technologii informatycznych i komputerowych;;;;0;524CDCB9-C3CB-4028-8D85-D1F51C7C129F;4DBA42EE-C693-4208-96DA-70A72E8C2739;; ;;;;<body><h2>62.09.Z</h2><p>Podklasa ta obejmuje pozostałą działalność związaną z technologią informatyczną i komputerową, gdzie indziej niesklasyfikowaną: </p><ul><li>usługi odzyskiwania danych z uszkodzonych komputerów, </li><li>instalowanie komputerów osobistych, </li><li>instalowanie oprogramowania. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>instalowania komputerów dużej mocy i podobnych, sklasyfikowanego w 33.20.Z, </li><li>działalności w zakresie oprogramowania, sklasyfikowanego w 62.01.Z,</li><li>konsultacji w zakresie sprzętu komputerowego, sklasyfikowanej w 62.02.Z, </li><li>zarządzania sprzętem komputerowym, sklasyfikowanego w 62.03.Z,</li><li>przetwarzania danych i hostingu, sklasyfikowanych w 63.11.Z. </li></ul></body>;;;;;;;5
27387;1211;63;DZIAŁALNOŚĆ USŁUGOWA W ZAKRESIE INFORMACJI;;;;0;E76BC979-8B95-49C5-AAB4-72C67B1A7FA5;D373D5A1-432B-44E9-B3BA-CB5D6707C6AF;; ;;;;<body><h2>63</h2><p>Dział ten obejmuje: </p><ul><li>działalność wyszukiwarek portali internetowych,</li><li>przetwarzanie danych, </li><li>działalność hostingu, </li><li>pozostałą działalność związaną głównie z dostarczaniem informacji. </li></ul></body>;;;;;;;2
27388;1212;63.1;"Przetwarzanie danych; zarządzanie stronami internetowymi (hosting) i podobna działalność; działalność portali internetowych";;;;0;D373D5A1-432B-44E9-B3BA-CB5D6707C6AF;2C494758-125F-4144-A884-896DBBE4CC40;; ;;;;;;;;;;;3
27389;1213;63.11;"Przetwarzanie danych; zarządzanie stronami internetowymi (hosting) i podobna działalność";;;;0;2C494758-125F-4144-A884-896DBBE4CC40;329DF895-4CD0-4999-A659-5BC7B741FFC5;; ;;;;;;;;;;;4
27390;1214;63.11.Z;"Przetwarzanie danych; zarządzanie stronami internetowymi (hosting) i podobna działalność";;;;0;329DF895-4CD0-4999-A659-5BC7B741FFC5;9443CC9B-5F67-4676-B394-AA4A2D2061EF;; ;;;;<body><h2>63.11.Z</h2><p>Podklasa ta obejmuje:</p><ul><li>działalności związane z zapewnieniem infrastruktury dla usług hostingowych, przetwarzania danych i działalności powiązanych,</li><li>specjalistyczne usługi hostingowe, takie jak: hosting sieci www, usługi przesyłania strumieniowego lub oferowania hostingu do wykonywania aplikacji, świadczenie usług aplikacyjnych, dostarczanie klientom urządzeń głównego komputera ze współdzieleniem czasu, </li><li>przetwarzanie danych, włączając kompletna obróbkę i specjalistyczne raporty z danych dostarczonych przez klienta lub zapewnienie automatycznego przetwarzania danych oraz wprowadzania danych, włącznie z prowadzeniem bazy danych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności, przy wykonywaniu których dostawca wykorzystuje komputery wyłącznie jako narzędzie, są sklasyfikowane zgodnie z rodzajem świadczonych usług. </li></ul></body>;;;;;;;5
27391;1215;63.12;Działalność portali internetowych;;;;0;2C494758-125F-4144-A884-896DBBE4CC40;FB9B8CBF-7AC9-46EA-85C2-83D3F148AAD8;; ;;;;;;;;;;;4
27392;1216;63.12.Z;Działalność portali internetowych;;;;0;FB9B8CBF-7AC9-46EA-85C2-83D3F148AAD8;487307C5-3EB6-4021-AEFD-E87C2B2E7F7F;; ;;;;<body><h2>63.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działanie witryn internetowych, które wykorzystują wyszukiwarki, aby generować i utrzymywać obszerne bazy danych internetowych adresów i treści w formacie łatwym do wyszukania, </li><li>działanie pozostałych witryn internetowych, które działają jak portale internetowe, tj.: strony mediów dostarczających aktualne informacje. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydawania książek, gazet, czasopism w Internecie, sklasyfikowanego w odpowiednich podklasach działu 58, </li><li>nadawania programów przez Internet, sklasyfikowanego w odpowiednich podklasach działu 60. </li></ul></body>;;;;;;;5
27393;1217;63.9;Pozostała działalność usługowa w zakresie informacji;;;;0;D373D5A1-432B-44E9-B3BA-CB5D6707C6AF;D9C3592C-DA9E-4824-9F1F-72D98FC93ABA;; ;;;;;;;;;;;3
27394;1218;63.91;Działalność agencji informacyjnych;;;;0;D9C3592C-DA9E-4824-9F1F-72D98FC93ABA;FC2461DA-F102-4525-81DA-FA26253EB3B0;; ;;;;;;;;;;;4
27395;1219;63.91.Z;Działalność agencji informacyjnych;;;;0;FC2461DA-F102-4525-81DA-FA26253EB3B0;5777959F-19F4-4152-8390-C242386277F7;; ;;;;<body><h2>63.91.Z</h2><p>Podklasa ta obejmuje </p><ul><li>działalność agencji informacyjnych dostarczających informacje, zdjęcia i reportaże dla mediów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności niezależnych fotoreporterów, sklasyfikowanej w 74.20.Z,</li><li>działalności niezależnych dziennikarzy, sklasyfikowanej w 90.03.Z. </li></ul></body>;;;;;;;5
27396;1220;63.99;Pozostała działalność usługowa w zakresie informacji, gdzie indziej niesklasyfikowana;;;;0;D9C3592C-DA9E-4824-9F1F-72D98FC93ABA;49A32401-F79B-486D-8C75-502B6E982B0C;; ;;;;;;;;;;;4
27397;1221;63.99.Z;Pozostała działalność usługowa w zakresie informacji, gdzie indziej niesklasyfikowana;;;;0;49A32401-F79B-486D-8C75-502B6E982B0C;119CAD3D-77FA-43B3-9C86-2471649F7620;; ;;;;<body><h2>63.99.Z</h2><p>Podklasa ta obejmuje pozostałą działalność w zakresie usług informacyjnych, gdzie indziej niesklasyfikowaną, taką jak: </p><ul><li>zautomatyzowane udzielanie informacji przez telefon, </li><li>wyszukiwanie informacji wykonywane na zlecenie, </li><li>dostarczanie wycinków w zakresie informacji i wycinków prasowych itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności centrów telefonicznych, sklasyfikowanej w 82.20.Z, </li><li>działalności bibliotek i archiwów, sklasyfikowanej w 91.01.A, 91.01.B.</li></ul></body>;;;;;;;5
27398;1222;K;DZIAŁALNOŚĆ FINANSOWA I UBEZPIECZENIOWA;;;;0;;07D5C867-8505-4FAF-816D-449E8869845A;; ;;;;<body><h2>SEKCJA K</h2><p>Sekcja ta obejmuje: </p><ul><li>działalność związaną z usługami finansowymi, włączając ubezpieczenia, reasekurację, działalność związaną z funduszami emerytalnymi oraz działalność pomocniczą w stosunku do usług finansowych, </li><li>działalność spółek holdingowych, trustów, funduszów i podobnych instytucji finansowych. </li></ul></body>;;;;;;;1
27399;1223;64;FINANSOWA DZIAŁALNOŚĆ USŁUGOWA, Z WYŁĄCZENIEM UBEZPIECZEŃ I FUNDUSZÓW EMERYTALNYCH;<BR>;;;0;07D5C867-8505-4FAF-816D-449E8869845A;D8430A98-43CC-47C0-912F-9FBC2249323C;; ;;<BR>;<BR>;"<H2>64</H2>
<P>Dział ten obejmuje działalność związaną z pozyskiwaniem i redystrybucją środków finansowych innych niż fundusze ubezpieczeniowe, emerytalne, rentowe lub obowiązkowe ubezpieczenia społeczne.</P>
<P><STRONG>Uwaga:</STRONG> </P>
<P><EM>Krajowe uregulowania prawne odgrywają znaczną rolę w określaniu klasyfikacji w ramach działu. </EM></P>";<BR>;;;false;<BR>;;2
27400;1224;64.1;Pośrednictwo pieniężne;;;;0;D8430A98-43CC-47C0-912F-9FBC2249323C;9763419C-E06D-41C9-ADAB-DD1EDC3ECB17;; ;;;;;;;;;;;3
27401;1225;64.11;Działalność banku centralnego;;;;0;9763419C-E06D-41C9-ADAB-DD1EDC3ECB17;1D4DF911-C9FD-4159-958D-38AF56B19F55;; ;;;;;;;;;;;4
27402;1226;64.11.Z;Działalność banku centralnego;;;;0;1D4DF911-C9FD-4159-958D-38AF56B19F55;A2441DF4-B1C2-444E-9B47-9E74473A367B;; ;;;;<body><h2>64.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>emisję krajowych znaków pieniężnych oraz prowadzenie polityki pieniężnej, </li><li>monitorowanie i kontrolę podaży pieniądza, </li><li>przyjmowanie depozytów, które są wykorzystywane do rozliczeń pomiędzy instytucjami finansowymi, </li><li>nadzorowanie operacji bankowych, </li><li>utrzymywanie krajowych rezerw dewizowych, </li><li>działalność banku centralnego jako bankiera rządu. </li></ul></body>;;;;;;;5
27403;1227;64.19;Pozostałe pośrednictwo pieniężne;;;;0;9763419C-E06D-41C9-ADAB-DD1EDC3ECB17;14ADDFE6-3461-43BB-B4A1-595D24C42D60;; ;;;;;;;;;;;4
27404;1228;64.19.Z;Pozostałe pośrednictwo pieniężne;;;;0;14ADDFE6-3461-43BB-B4A1-595D24C42D60;282AEA11-551A-4BAC-9A73-4880FA178D9C;; ;;;;<body><h2>64.19.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność związaną z przyjmowaniem depozytów i udzielaniem kredytów, w takich formach jak: pożyczki, zastawy hipoteczne, karty kredytowe itp. przez instytucje finansowe inne niż bank centralny, np. banki, kasy oszczędnościowe, towarzystwa kredytowe, </li><li>działalność związaną z pocztową obsługą kredytów i oszczędności oraz pozostałych operacji finansowych realizowanych za pośrednictwem poczty, </li><li>działalność związaną z udzielaniem kredytów mieszkaniowych przez specjalistyczne instytucje przyjmujące depozyty, </li><li>działalność agencji bankowych i punktów pobierania opłat. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności związanej z udzielaniem kredytów mieszkaniowych przez specjalistyczne instytucje nieprzyjmujące depozytów, sklasyfikowanej w 64.92.Z,</li><li>działalności związanej z kartami kredytowymi, tzn. finansowania zakupów produktów przez przyznawanie kredytu w sieci sprzedaży, sklasyfikowanej w 66.19.Z. </li></ul></body>;;;;;;;5
27405;1229;64.2;Działalność holdingów finansowych;;;;0;D8430A98-43CC-47C0-912F-9FBC2249323C;3A048724-8482-45F2-AA87-E7061B933D9E;; ;;;;;;;;;;;3
27406;1230;64.20;Działalność holdingów finansowych;;;;0;3A048724-8482-45F2-AA87-E7061B933D9E;A1A96AB5-53E6-4A91-8AAB-6BC67834F591;; ;;;;;;;;;;;4
27407;1231;64.20.Z;Działalność holdingów finansowych;;;;0;A1A96AB5-53E6-4A91-8AAB-6BC67834F591;3FFE912F-F258-48D6-9F20-D93C3EC4ECAC;; ;;;;"<body><h2>64.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność spółek holdingowych, które poprzez posiadanie odpowiednich udziałów (akcji) w innych spółkach (spółkach zależnych) zapewniają sobie nad nimi kontrolę, z wyłączeniem zarządzania nimi.</li></ul><p>&nbsp;Podklasa ta nie obejmuje: </p><ul><li>zarządzania holdingami, sklasyfikowanego w 70.10.Z. </li></ul></body>";;;;;;;5
27408;1232;64.3;Działalność trustów, funduszów i podobnych instytucji finansowych;<BR>;;;0;D8430A98-43CC-47C0-912F-9FBC2249323C;C0DAB690-71A9-431B-97BB-D7BCA25E4732;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;3
27409;1233;64.30;Działalność trustów, funduszów i podobnych instytucji finansowych;<BR>;;;0;C0DAB690-71A9-431B-97BB-D7BCA25E4732;79635D4B-142D-4276-8ACA-9BEB7DC308CE;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;4
27410;1234;64.30.Z;Działalność trustów, funduszów i podobnych instytucji finansowych;<BR>;;;0;79635D4B-142D-4276-8ACA-9BEB7DC308CE;E57FBF40-90FB-40A4-AD97-6920D5DAE62B;; ;;<BR>;<BR>;"<H2>64.30.Z</H2>
<P>Podklasa ta obejmuje działalność osób prawnych (np. funduszów, trustów) lokujących w papiery wartościowe lub inne aktywa w imieniu akcjonariuszy lub beneficjentów, z wyłączeniem zarządzania. Portfele papierów wartościowych są konstruowane tak, aby osiągnąć określone zyski z inwestycji uwzględniając następujące kryteria: dywersyfikację, ryzyko, stopę zwrotu, niestabilność cen. Te przedsięwzięcia inwestycyjne dające dywidendy i inne dochody z nieruchomości, mają niewielkie (lub zerowe) zatrudnienie oraz niewiele lub żadnych zysków ze sprzedaży swoich usług. </P>
<P>Podklasa ta obejmuje: </P>
<UL>
<LI>fundusze inwestycyjne otwarte, </LI>
<LI>fundusze inwestycyjne zamknięte, </LI>
<LI>fundusze powiernicze zarządzane w imieniu akcjonariuszy lub beneficjentów, zgodnie z warunkami umów powierniczych, oświadczeniami woli lub umowami agencyjnymi, </LI>
<LI>powiernicze fundusze inwestycyjne. </LI></UL>
<P>Podklasa ta nie obejmuje: </P>
<UL>
<LI>działalności holdingów finansowych, sklasyfikowanej w 64.20.Z, </LI>
<LI>działalności funduszów emerytalnych, sklasyfikowanych w 65.30.Z,</LI>
<LI>zarządzania funduszami, sklasyfikowanego w 66.30.Z, </LI>
<LI>działalności funduszów i trustów osiągających zyski ze sprzedaży swoich wyrobów i usług, sklasyfikowanych zgodnie z ich przeważającą działalnością. </LI></UL>";<BR>;;;false;<BR>;;5
27411;1235;64.9;Pozostała finansowa działalność usługowa, z wyłączeniem ubezpieczeń i funduszów emerytalnych;<BR>;;;0;D8430A98-43CC-47C0-912F-9FBC2249323C;360D03EF-1094-4A93-905E-5497BDD68194;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;3
27412;1236;64.91;Leasing finansowy;;;;0;360D03EF-1094-4A93-905E-5497BDD68194;F70B4B63-AB43-4450-A622-F78B26831268;; ;;;;;;;;;;;4
27413;1237;64.91.Z;Leasing finansowy;;;;0;F70B4B63-AB43-4450-A622-F78B26831268;BB9D7635-8F6F-4E36-9A38-8F62608182BC;; ;;;;<body><h2>64.91.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>dzierżawy, których okres w przybliżeniu pokrywa się z przewidywanym czasem amortyzacji środków trwałych, a dzierżawca otrzymuje wszelkie zyski płynące z dzierżawy i ponosi wszelkie ryzyko związane z posiadanym prawem własności. Prawo własności środka trwałego może, ale nie musi być ostatecznie przeniesione na dzierżawcę. Tego rodzaju dzierżawa obejmuje wszystkie lub praktycznie wszystkie koszty, włączając odsetki. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>leasingu operacyjnego, sklasyfikowanego w dziale 77, w odpowiednich podklasach według rodzaju dzierżawionych dóbr. </li></ul></body>;;;;;;;5
27414;1238;64.92;Pozostałe formy udzielania kredytów;;;;0;360D03EF-1094-4A93-905E-5497BDD68194;C9606AA0-598A-44E2-AF9F-0DC6D11B2DD7;; ;;;;;;;;;;;4
